date,ticker,1MTH_IMPVOL_100.0%MNY_DF,3MTH_IMPVOL_100.0%MNY_DF,6MTH_IMPVOL_100.0%MNY_DF
2024-03-01,BRK/B US Equity,,14.3368,14.671
2024-03-04,BRK/B US Equity,,14.5097,15.0088
2024-03-05,BRK/B US Equity,,14.9779,15.2459
2024-03-06,BRK/B US Equity,,14.9459,15.0215
2024-03-07,BRK/B US Equity,,15.3419,15.6239
2024-03-08,BRK/B US Equity,,15.1626,15.2952
2024-03-11,BRK/B US Equity,,14.85,15.5257
2024-03-12,BRK/B US Equity,,14.9168,15.3287
2024-03-13,BRK/B US Equity,,14.0944,14.7805
2024-03-14,BRK/B US Equity,,15.0049,15.2824
2024-03-15,BRK/B US Equity,,14.7584,15.1394
2024-03-18,BRK/B US Equity,,14.2288,15.1384
2024-03-19,BRK/B US Equity,,14.4025,14.9116
2024-03-20,BRK/B US Equity,,14.5848,14.9727
2024-03-21,BRK/B US Equity,,14.7289,15.009
2024-03-22,BRK/B US Equity,,14.6061,15.2421
2024-03-25,BRK/B US Equity,,14.7085,15.5401
2024-03-26,BRK/B US Equity,,14.9251,15.4161
2024-03-27,BRK/B US Equity,,14.5269,14.9594
2024-03-28,BRK/B US Equity,,14.8245,15.315
2024-04-01,BRK/B US Equity,,15.3974,15.851
2024-04-02,BRK/B US Equity,,15.5228,15.901
2024-04-03,BRK/B US Equity,,15.6309,15.8459
2024-04-04,BRK/B US Equity,,16.6012,16.5696
2024-04-05,BRK/B US Equity,,16.0144,16.2249
2024-04-08,BRK/B US Equity,,15.8895,15.971
2024-04-09,BRK/B US Equity,,15.6574,15.8337
2024-04-10,BRK/B US Equity,,16.0871,16.3034
2024-04-11,BRK/B US Equity,,16.0341,16.0191
2024-04-12,BRK/B US Equity,,16.9357,16.7883
2024-04-15,BRK/B US Equity,,17.2868,17.26
2024-04-16,BRK/B US Equity,,17.0481,16.8982
2024-04-17,BRK/B US Equity,,16.9338,16.6576
2024-04-18,BRK/B US Equity,,16.5554,16.4797
2024-04-19,BRK/B US Equity,,16.8461,16.9479
2024-04-22,BRK/B US Equity,,15.9747,16.2924
2024-04-23,BRK/B US Equity,,15.7392,16.0346
2024-04-24,BRK/B US Equity,,15.8433,16.3005
2024-04-25,BRK/B US Equity,,16.2017,16.4119
2024-04-26,BRK/B US Equity,,15.9439,16.2734
2024-04-29,BRK/B US Equity,,16.0127,16.3622
2024-04-30,BRK/B US Equity,,16.0638,16.3236
2024-05-01,BRK/B US Equity,,16.0621,16.4991
2024-05-02,BRK/B US Equity,,16.3237,16.2536
2024-05-03,BRK/B US Equity,,15.7145,16.2464
2024-05-06,BRK/B US Equity,,14.4032,15.5177
2024-05-07,BRK/B US Equity,,14.1508,15.1131
2024-05-08,BRK/B US Equity,,14.0708,15.4403
2024-05-09,BRK/B US Equity,,13.8416,14.9178
2024-05-10,BRK/B US Equity,,13.6914,15.1125
2024-05-13,BRK/B US Equity,,14.0352,15.3796
2024-05-14,BRK/B US Equity,,14.0535,15.2969
2024-05-15,BRK/B US Equity,,13.3535,14.9688
2024-05-16,BRK/B US Equity,,13.6296,15.0789
2024-05-17,BRK/B US Equity,,13.3936,14.9063
2024-05-20,BRK/B US Equity,,13.36,14.9896
2024-05-21,BRK/B US Equity,,13.6504,14.8608
2024-05-22,BRK/B US Equity,,13.8128,15.0444
2024-05-23,BRK/B US Equity,,14.6831,15.6153
2024-05-24,BRK/B US Equity,,14.226,15.1247
2024-05-28,BRK/B US Equity,,14.2387,15.2068
2024-05-29,BRK/B US Equity,,14.6858,15.4117
2024-05-30,BRK/B US Equity,,14.9371,15.4859
2024-05-31,BRK/B US Equity,,14.5036,15.1972
2024-06-03,BRK/B US Equity,,14.7695,15.3059
2024-06-04,BRK/B US Equity,,14.8092,15.573
2024-06-05,BRK/B US Equity,,13.9443,14.9153
2024-06-06,BRK/B US Equity,,14.8272,15.3553
2024-06-07,BRK/B US Equity,,14.2073,14.9048
2024-06-10,BRK/B US Equity,,14.5959,15.2931
2024-06-11,BRK/B US Equity,,14.5349,15.2444
2024-06-12,BRK/B US Equity,,14.2385,14.7582
2024-06-13,BRK/B US Equity,,14.7969,15.2533
2024-06-14,BRK/B US Equity,,15.0466,15.3584
2024-06-17,BRK/B US Equity,,14.4547,14.9833
2024-06-18,BRK/B US Equity,,14.1423,14.7401
2024-06-20,BRK/B US Equity,,14.3967,15.003
2024-06-21,BRK/B US Equity,,13.7256,14.7756
2024-06-24,BRK/B US Equity,,13.8063,14.7755
2024-06-25,BRK/B US Equity,,13.8893,15.0086
2024-06-26,BRK/B US Equity,,13.9163,15.1017
2024-06-27,BRK/B US Equity,,13.9857,14.9753
2024-06-28,BRK/B US Equity,,14.0447,15.0214
2024-07-01,BRK/B US Equity,,13.9623,14.85
2024-07-02,BRK/B US Equity,,13.6386,14.7717
2024-07-03,BRK/B US Equity,,14.0443,14.9008
2024-07-05,BRK/B US Equity,,13.8739,15.0166
2024-07-08,BRK/B US Equity,,13.653,14.8877
2024-07-09,BRK/B US Equity,,13.8701,14.9143
2024-07-10,BRK/B US Equity,,13.9074,14.8127
2024-07-11,BRK/B US Equity,,13.8378,14.7402
2024-07-12,BRK/B US Equity,,13.8508,14.6568
2024-07-15,BRK/B US Equity,,14.447,15.0746
2024-07-16,BRK/B US Equity,,14.7762,15.0294
2024-07-17,BRK/B US Equity,,15.8999,15.9355
2024-07-18,BRK/B US Equity,,16.3191,16.7732
2024-07-19,BRK/B US Equity,,16.2593,16.9159
2024-07-22,BRK/B US Equity,,15.6934,16.7159
2024-07-23,BRK/B US Equity,,15.7669,16.454
2024-07-24,BRK/B US Equity,,16.8823,17.2641
2024-07-25,BRK/B US Equity,,17.1656,17.3807
2024-07-26,BRK/B US Equity,,16.8726,17.1363
2024-07-29,BRK/B US Equity,,17.0111,17.1029
2024-07-30,BRK/B US Equity,,17.4081,17.3331
2024-07-31,BRK/B US Equity,,17.0595,17.1086
2024-08-01,BRK/B US Equity,,18.5521,18.2033
2024-08-02,BRK/B US Equity,,20.3336,19.4365
2024-08-05,BRK/B US Equity,,23.4471,21.263
2024-08-06,BRK/B US Equity,,19.3328,18.937
2024-08-07,BRK/B US Equity,,19.9592,19.0329
2024-08-08,BRK/B US Equity,,18.7519,18.457
2024-08-09,BRK/B US Equity,,17.782,17.7088
2024-08-12,BRK/B US Equity,,17.3037,17.2145
2024-08-13,BRK/B US Equity,,16.8464,16.6883
2024-08-14,BRK/B US Equity,,15.5962,15.644
2024-08-15,BRK/B US Equity,,15.4882,15.927
2024-08-16,BRK/B US Equity,,15.1852,15.6249
2024-08-19,BRK/B US Equity,,14.7319,15.2342
2024-08-20,BRK/B US Equity,,15.1362,15.6348
2024-08-21,BRK/B US Equity,,15.6376,15.966
2024-08-22,BRK/B US Equity,,16.0644,16.093
2024-08-23,BRK/B US Equity,,15.5323,15.7585
2024-08-26,BRK/B US Equity,,15.6082,15.8877
2024-08-27,BRK/B US Equity,,15.9416,16.2266
2024-08-28,BRK/B US Equity,,16.7574,16.6328
2024-08-29,BRK/B US Equity,,16.1056,16.1987
2024-08-30,BRK/B US Equity,,15.922,15.785
2024-09-03,BRK/B US Equity,,17.7969,17.4324
2024-09-04,BRK/B US Equity,,17.9419,17.3896
2024-09-05,BRK/B US Equity,,17.9147,17.7604
2024-09-06,BRK/B US Equity,,18.51,17.9353
2024-09-09,BRK/B US Equity,,17.4266,17.2866
2024-09-10,BRK/B US Equity,,17.4781,17.4928
2024-09-11,BRK/B US Equity,,17.4247,17.3609
2024-09-12,BRK/B US Equity,,17.408,17.5577
2024-09-13,BRK/B US Equity,,16.9467,16.9744
2024-09-16,BRK/B US Equity,,16.6139,16.9841
2024-09-17,BRK/B US Equity,,17.2373,17.4157
2024-09-18,BRK/B US Equity,,17.3496,17.5697
2024-09-19,BRK/B US Equity,,16.3192,17.1483
2024-09-20,BRK/B US Equity,,16.4859,17.6312
2024-09-23,BRK/B US Equity,,15.9216,16.9827
2024-09-24,BRK/B US Equity,,16.1097,17.2673
2024-09-25,BRK/B US Equity,,16.56,17.4488
2024-09-26,BRK/B US Equity,,16.7792,17.1162
2024-09-27,BRK/B US Equity,,17.0515,17.3729
2024-09-30,BRK/B US Equity,,16.3754,16.8295
2024-10-01,BRK/B US Equity,,17.2278,17.1162
2024-10-02,BRK/B US Equity,,17.5546,17.8187
2024-10-03,BRK/B US Equity,,18.2234,18.3371
2024-10-04,BRK/B US Equity,,17.5158,17.5044
2024-10-07,BRK/B US Equity,,18.3123,18.2572
2024-10-08,BRK/B US Equity,,17.6585,18.0467
2024-10-09,BRK/B US Equity,,17.2799,17.4851
2024-10-10,BRK/B US Equity,,17.4988,17.3111
2024-10-11,BRK/B US Equity,,17.406,17.7603
2024-10-14,BRK/B US Equity,,17.0479,17.2575
2024-10-15,BRK/B US Equity,,17.1817,17.3108
2024-10-16,BRK/B US Equity,,17.0854,17.3777
2024-10-17,BRK/B US Equity,,17.0381,17.5773
2024-10-18,BRK/B US Equity,,16.7572,16.538
2024-10-21,BRK/B US Equity,,16.8304,17.062
2024-10-22,BRK/B US Equity,,17.1544,17.2186
2024-10-23,BRK/B US Equity,,17.6883,17.4444
2024-10-24,BRK/B US Equity,,17.8291,17.7841
2024-10-25,BRK/B US Equity,,18.2773,17.6499
2024-10-28,BRK/B US Equity,,17.7301,17.8174
2024-10-29,BRK/B US Equity,,18.1781,17.9764
2024-10-30,BRK/B US Equity,,18.1958,17.7632
2024-10-31,BRK/B US Equity,,19.2088,18.7354
2024-11-01,BRK/B US Equity,,19.099,18.4495
2024-11-04,BRK/B US Equity,,18.8179,18.7871
2024-11-05,BRK/B US Equity,,17.8779,18.1077
2024-11-06,BRK/B US Equity,,15.4599,16.2936
2024-11-07,BRK/B US Equity,,15.7994,16.5343
2024-11-08,BRK/B US Equity,,14.9982,15.9779
2024-11-11,BRK/B US Equity,,15.1759,15.9788
2024-11-12,BRK/B US Equity,,15.7172,16.3344
2024-11-13,BRK/B US Equity,,15.0726,16.0739
2024-11-14,BRK/B US Equity,,15.0895,15.8735
2024-11-15,BRK/B US Equity,,14.8463,15.9333
2024-11-18,BRK/B US Equity,,14.8034,15.809
2024-11-19,BRK/B US Equity,,15.029,15.5875
2024-11-20,BRK/B US Equity,,14.8057,15.608
2024-11-21,BRK/B US Equity,,15.5433,16.2623
2024-11-22,BRK/B US Equity,,15.233,16.0179
2024-11-25,BRK/B US Equity,,14.808,15.781
2024-11-26,BRK/B US Equity,,14.594,15.3408
2024-11-27,BRK/B US Equity,,15.0763,15.4027
2024-11-29,BRK/B US Equity,,15.2378,15.3427
2024-12-02,BRK/B US Equity,,15.2161,15.6856
2024-12-03,BRK/B US Equity,,15.6107,15.7637
2024-12-04,BRK/B US Equity,,15.4372,15.8321
2024-12-05,BRK/B US Equity,,15.8841,16.3514
2024-12-06,BRK/B US Equity,,16.0114,16.0929
2024-12-09,BRK/B US Equity,,16.1038,16.0026
2024-12-10,BRK/B US Equity,,16.4815,16.4398
2024-12-11,BRK/B US Equity,,16.7704,16.795
2024-12-12,BRK/B US Equity,,16.528,16.6803
2024-12-13,BRK/B US Equity,,16.7859,16.6684
2024-12-16,BRK/B US Equity,,17.1637,17.0249
2024-12-17,BRK/B US Equity,,17.2299,16.9763
2024-12-18,BRK/B US Equity,,18.735,17.9016
2024-12-19,BRK/B US Equity,,18.9504,18.1279
2024-12-20,BRK/B US Equity,,17.9253,17.9262
2024-12-23,BRK/B US Equity,,17.045,17.3439
2024-12-24,BRK/B US Equity,,16.3889,17.2812
2024-12-26,BRK/B US Equity,,16.5204,16.6811
2024-12-27,BRK/B US Equity,,17.1385,17.1338
2024-12-30,BRK/B US Equity,,17.0873,16.9825
2024-12-31,BRK/B US Equity,,17.1847,17.0394
2025-01-02,BRK/B US Equity,,17.5171,17.445
2025-01-03,BRK/B US Equity,,16.5702,16.5987
2025-01-06,BRK/B US Equity,,16.6567,16.8326
2025-01-07,BRK/B US Equity,,16.758,16.8792
2025-01-08,BRK/B US Equity,,17.2084,17.1205
2025-01-10,BRK/B US Equity,,18.0629,17.7809
2025-01-13,BRK/B US Equity,,17.2963,17.1806
2025-01-14,BRK/B US Equity,,16.9506,16.8727
2025-01-15,BRK/B US Equity,,15.6104,16.0985
2025-01-16,BRK/B US Equity,,15.6998,16.2289
2025-01-17,BRK/B US Equity,,15.4806,15.7427
2025-01-21,BRK/B US Equity,,15.259,15.7425
2025-01-22,BRK/B US Equity,,15.7915,16.1913
2025-01-23,BRK/B US Equity,,15.8034,16.3924
2025-01-24,BRK/B US Equity,,15.5834,16.0276
2025-01-27,BRK/B US Equity,,15.5127,15.7165
2025-01-28,BRK/B US Equity,,15.5845,15.8475
2025-01-29,BRK/B US Equity,,16.2375,16.3108
2025-01-30,BRK/B US Equity,,15.8508,15.8914
2025-01-31,BRK/B US Equity,,16.0612,16.0795
2025-02-03,BRK/B US Equity,,16.9144,16.7798
2025-02-04,BRK/B US Equity,,16.5189,16.3206
2025-02-05,BRK/B US Equity,,15.8004,15.9483
2025-02-06,BRK/B US Equity,,16.3094,16.2264
2025-02-07,BRK/B US Equity,,16.3434,16.4737
2025-02-10,BRK/B US Equity,,16.8382,16.8682
2025-02-11,BRK/B US Equity,,16.2231,16.2977
2025-02-12,BRK/B US Equity,,16.7711,16.6241
2025-02-13,BRK/B US Equity,,16.1465,16.3387
2025-02-14,BRK/B US Equity,,16.8628,16.5043
2025-02-18,BRK/B US Equity,,16.6555,16.4333
2025-02-19,BRK/B US Equity,,15.7552,15.8697
2025-02-20,BRK/B US Equity,,16.3009,16.2468
2025-02-21,BRK/B US Equity,,16.7466,16.7402
2025-02-24,BRK/B US Equity,,15.9901,16.328
2025-02-25,BRK/B US Equity,,16.8969,16.9323
2025-02-26,BRK/B US Equity,,16.936,17.1307
2025-02-27,BRK/B US Equity,,17.5546,17.3542
2025-02-28,BRK/B US Equity,,17.0754,17.0564
2025-03-03,BRK/B US Equity,,18.1679,18.1059
2025-03-04,BRK/B US Equity,,19.0628,18.6557
2025-03-05,BRK/B US Equity,,19.1466,19.0456
2025-03-06,BRK/B US Equity,,19.1561,19.0266
2025-03-07,BRK/B US Equity,,19.2786,18.8161
2025-03-10,BRK/B US Equity,,20.6081,19.797
2025-03-11,BRK/B US Equity,,20.2199,19.4247
2025-03-12,BRK/B US Equity,,19.332,18.9958
2025-03-13,BRK/B US Equity,,19.5542,19.1723
2025-03-14,BRK/B US Equity,,18.3318,18.3263
2025-03-17,BRK/B US Equity,,18.2066,18.3712
2025-03-18,BRK/B US Equity,,19.1362,19.0553
2025-03-19,BRK/B US Equity,,18.0805,18.2421
2025-03-20,BRK/B US Equity,,17.908,17.9167
2025-03-21,BRK/B US Equity,,17.9596,18.5941
2025-03-24,BRK/B US Equity,,16.7485,17.4473
2025-03-25,BRK/B US Equity,,16.8362,17.5232
2025-03-26,BRK/B US Equity,,16.8445,17.486
2025-03-27,BRK/B US Equity,,17.5247,17.9511
2025-03-28,BRK/B US Equity,,18.6711,18.9617
2025-03-31,BRK/B US Equity,,18.7742,19.1409
2025-04-01,BRK/B US Equity,,18.8873,18.9279
2025-04-02,BRK/B US Equity,,18.6141,18.6005
2025-04-03,BRK/B US Equity,,21.3643,20.7253
2025-04-04,BRK/B US Equity,,28.3222,25.4295
2025-04-07,BRK/B US Equity,,29.4298,26.0406
2025-04-08,BRK/B US Equity,,32.7537,28.2839
2025-04-09,BRK/B US Equity,,23.0639,22.2077
2025-04-10,BRK/B US Equity,,28.6075,26.0605
2025-04-11,BRK/B US Equity,,26.0316,24.3444
2025-04-14,BRK/B US Equity,,23.2665,22.517
2025-04-15,BRK/B US Equity,,22.3921,21.9773
2025-04-16,BRK/B US Equity,,24.7025,23.3811
2025-04-17,BRK/B US Equity,,23.4973,22.5397
2025-04-21,BRK/B US Equity,,26.0467,25.0301
2025-04-22,BRK/B US Equity,,23.9633,23.4072
2025-04-23,BRK/B US Equity,,23.1397,22.645
2025-04-24,BRK/B US Equity,,22.1352,22.0054
2025-04-25,BRK/B US Equity,,21.8928,21.901
2025-04-28,BRK/B US Equity,,22.0776,22.132
2025-04-29,BRK/B US Equity,,21.5417,21.5736
2025-04-30,BRK/B US Equity,,22.2274,22.1716
2025-05-01,BRK/B US Equity,,21.4882,21.4352
2025-05-02,BRK/B US Equity,,21.5325,21.4453
2025-05-05,BRK/B US Equity,,22.1233,22.1
2025-05-06,BRK/B US Equity,,21.732,21.6678
2025-05-07,BRK/B US Equity,,21.3773,21.728
2025-05-08,BRK/B US Equity,,20.849,21.1636
2025-05-09,BRK/B US Equity,,20.6087,20.9036
2025-05-12,BRK/B US Equity,,18.2185,18.984
2025-05-13,BRK/B US Equity,,17.8969,18.3434
2025-05-14,BRK/B US Equity,,18.9946,18.8507
2025-05-15,BRK/B US Equity,,18.5918,18.8741
2025-05-16,BRK/B US Equity,,18.5957,19.0279
2025-05-19,BRK/B US Equity,,18.6436,18.9241
2025-05-20,BRK/B US Equity,,19.1649,19.3503
2025-05-21,BRK/B US Equity,,19.7653,19.7277
2025-05-22,BRK/B US Equity,,19.7557,19.6916
2025-05-23,BRK/B US Equity,,20.4767,20.0773
2025-05-27,BRK/B US Equity,,19.2668,19.6483
2025-05-28,BRK/B US Equity,,19.2809,19.157
2025-05-29,BRK/B US Equity,,19.2323,19.5515
2025-05-30,BRK/B US Equity,,18.8303,19.1297
2025-06-02,BRK/B US Equity,,18.9861,19.1898
2025-06-03,BRK/B US Equity,,18.8603,19.145
2025-06-04,BRK/B US Equity,,18.9314,19.1577
2025-06-05,BRK/B US Equity,,19.2138,19.2616
2025-06-06,BRK/B US Equity,,18.7835,19.3215
2025-06-09,BRK/B US Equity,,18.6208,18.6054
2025-06-10,BRK/B US Equity,,18.926,18.9599
2025-06-11,BRK/B US Equity,,19.1473,18.989
2025-06-12,BRK/B US Equity,,19.0186,18.906
2025-06-13,BRK/B US Equity,,19.9726,19.6359
2025-06-16,BRK/B US Equity,,18.9901,18.6893
2025-06-17,BRK/B US Equity,,19.8291,19.5595
2025-06-18,BRK/B US Equity,,19.6039,19.481
2025-06-20,BRK/B US Equity,,19.7458,19.6012
2025-06-23,BRK/B US Equity,,18.7188,19.0028
2025-06-24,BRK/B US Equity,,18.4159,18.7297
2025-06-25,BRK/B US Equity,,18.5226,18.7903
2025-06-26,BRK/B US Equity,,18.5137,18.7361
2025-06-27,BRK/B US Equity,,18.6708,18.9901
2025-06-30,BRK/B US Equity,,18.1886,18.5203
2025-07-01,BRK/B US Equity,,17.7318,18.3041
2025-07-02,BRK/B US Equity,,18.3837,18.5173
2025-07-03,BRK/B US Equity,,18.0271,18.4826
2025-07-07,BRK/B US Equity,,18.5705,18.8062
2025-07-08,BRK/B US Equity,,18.2812,18.5715
2025-07-09,BRK/B US Equity,,18.0052,18.2338
2025-07-10,BRK/B US Equity,,17.9839,18.3971
2025-07-11,BRK/B US Equity,,18.1069,18.4075
2025-07-14,BRK/B US Equity,,17.9829,18.4752
2025-07-15,BRK/B US Equity,,18.1247,18.4655
2025-07-16,BRK/B US Equity,,17.9013,18.4019
2025-07-17,BRK/B US Equity,,17.4312,18.0265
2025-07-18,BRK/B US Equity,,17.7237,18.5456
2024-01-02,COST US Equity,,18.7875,20.0392
2024-01-03,COST US Equity,,18.9046,20.043
2024-01-04,COST US Equity,,18.9818,20.0998
2024-01-05,COST US Equity,,18.6952,19.804
2024-01-08,COST US Equity,,18.1915,19.3166
2024-01-09,COST US Equity,,18.1137,19.0341
2024-01-10,COST US Equity,,17.7952,18.6908
2024-01-11,COST US Equity,,17.5837,18.4866
2024-01-12,COST US Equity,,17.8727,18.6631
2024-01-16,COST US Equity,,18.4003,19.0438
2024-01-17,COST US Equity,,18.478,19.1505
2024-01-18,COST US Equity,,18.7017,19.1428
2024-01-19,COST US Equity,,18.3605,19.0585
2024-01-22,COST US Equity,,18.2301,19.0026
2024-01-23,COST US Equity,,18.2354,18.9313
2024-01-24,COST US Equity,,18.4,19.1636
2024-01-25,COST US Equity,,18.3875,19.0418
2024-01-26,COST US Equity,,18.3986,19.1298
2024-01-29,COST US Equity,,18.3405,18.898
2024-01-30,COST US Equity,,19.0432,19.4644
2024-01-31,COST US Equity,,19.7126,20.0564
2024-02-01,COST US Equity,,19.5558,19.8419
2024-02-02,COST US Equity,,19.6954,20.0628
2024-02-05,COST US Equity,,19.7063,20.0514
2024-02-06,COST US Equity,,19.6186,19.9728
2024-02-07,COST US Equity,,19.5507,19.8797
2024-02-08,COST US Equity,,19.8411,20.1132
2024-02-09,COST US Equity,,19.835,20.167
2024-02-12,COST US Equity,,19.9612,20.2838
2024-02-13,COST US Equity,,20.6376,20.8791
2024-02-14,COST US Equity,,20.1719,20.5793
2024-02-15,COST US Equity,,20.095,20.4741
2024-02-16,COST US Equity,,20.2499,20.4845
2024-02-20,COST US Equity,,20.1722,20.3805
2024-02-21,COST US Equity,,20.2898,20.4418
2024-02-22,COST US Equity,,19.6753,19.8673
2024-02-23,COST US Equity,,19.8422,19.9458
2024-02-26,COST US Equity,,20.2587,20.2796
2024-02-27,COST US Equity,,20.0565,19.8591
2024-02-28,COST US Equity,,20.7154,20.4521
2024-02-29,COST US Equity,,21.1929,20.7631
2024-03-01,COST US Equity,,21.3091,20.6454
2024-03-04,COST US Equity,,22.5578,21.373
2024-03-05,COST US Equity,,24.1983,22.4479
2024-03-06,COST US Equity,,25.7746,23.0815
2024-03-07,COST US Equity,,25.26,23.2706
2024-03-08,COST US Equity,,21.6306,21.2125
2024-03-11,COST US Equity,,20.5483,20.556
2024-03-12,COST US Equity,,20.2966,20.0448
2024-03-13,COST US Equity,,20.2321,19.4731
2024-03-14,COST US Equity,,20.2951,19.9587
2024-03-15,COST US Equity,,20.3806,20.1235
2024-03-18,COST US Equity,,20.1466,19.8161
2024-03-19,COST US Equity,,19.6485,19.2969
2024-03-20,COST US Equity,,19.6452,19.4648
2024-03-21,COST US Equity,,19.842,19.3707
2024-03-22,COST US Equity,,20.2461,20.0303
2024-03-25,COST US Equity,,20.1193,20.0554
2024-03-26,COST US Equity,,20.1483,20.0847
2024-03-27,COST US Equity,,19.7168,19.6677
2024-03-28,COST US Equity,,19.6255,19.6082
2024-04-01,COST US Equity,,19.8793,19.9789
2024-04-02,COST US Equity,,20.1853,20.2632
2024-04-03,COST US Equity,,20.6335,20.5441
2024-04-04,COST US Equity,,21.1664,21.1202
2024-04-05,COST US Equity,,21.0972,20.8592
2024-04-08,COST US Equity,,20.718,20.5511
2024-04-09,COST US Equity,,20.6312,20.5123
2024-04-10,COST US Equity,,20.9336,20.7021
2024-04-11,COST US Equity,,20.9388,20.7192
2024-04-12,COST US Equity,,21.8321,21.4664
2024-04-15,COST US Equity,,22.3165,21.8178
2024-04-16,COST US Equity,,22.1438,22.0519
2024-04-17,COST US Equity,,22.196,22.0116
2024-04-18,COST US Equity,,21.9936,21.9091
2024-04-19,COST US Equity,,22.1042,22.2722
2024-04-22,COST US Equity,,21.0418,21.4888
2024-04-23,COST US Equity,,20.8871,21.4741
2024-04-24,COST US Equity,,20.7117,21.2523
2024-04-25,COST US Equity,,21.3589,21.7734
2024-04-26,COST US Equity,,20.882,21.6546
2024-04-29,COST US Equity,,21.1858,21.8074
2024-04-30,COST US Equity,,21.3639,21.8129
2024-05-01,COST US Equity,,21.7019,22.0067
2024-05-02,COST US Equity,,21.6847,22.1826
2024-05-03,COST US Equity,,21.6036,22.0433
2024-05-06,COST US Equity,,21.0284,21.6892
2024-05-07,COST US Equity,,21.0098,21.6327
2024-05-08,COST US Equity,,20.9901,21.8917
2024-05-09,COST US Equity,,20.8563,21.6906
2024-05-10,COST US Equity,,20.6898,21.5737
2024-05-13,COST US Equity,,21.0252,21.8388
2024-05-14,COST US Equity,,20.989,21.9304
2024-05-15,COST US Equity,,20.9947,21.8888
2024-05-16,COST US Equity,,21.1133,22.0402
2024-05-17,COST US Equity,,21.3455,22.1458
2024-05-20,COST US Equity,,21.1414,22.0126
2024-05-21,COST US Equity,,21.2679,22.1098
2024-05-22,COST US Equity,,21.5045,22.3034
2024-05-23,COST US Equity,,22.0488,22.6187
2024-05-24,COST US Equity,,21.6172,22.5555
2024-05-28,COST US Equity,,21.7738,22.413
2024-05-29,COST US Equity,,22.4185,22.6933
2024-05-30,COST US Equity,,22.7801,22.988
2024-05-31,COST US Equity,,18.5513,20.832
2024-06-03,COST US Equity,,18.4959,20.7345
2024-06-04,COST US Equity,,18.5859,20.5701
2024-06-05,COST US Equity,,18.6012,20.7446
2024-06-06,COST US Equity,,18.6607,20.6352
2024-06-07,COST US Equity,,18.5546,20.7982
2024-06-10,COST US Equity,,18.3304,20.6187
2024-06-11,COST US Equity,,18.3326,20.8575
2024-06-12,COST US Equity,,18.1398,20.5599
2024-06-13,COST US Equity,,18.4945,20.8308
2024-06-14,COST US Equity,,18.6566,20.9029
2024-06-17,COST US Equity,,18.9626,21.1742
2024-06-18,COST US Equity,,18.7135,21.3642
2024-06-20,COST US Equity,,18.8166,21.6312
2024-06-21,COST US Equity,,18.5983,21.2994
2024-06-24,COST US Equity,,18.6045,21.0684
2024-06-25,COST US Equity,,18.3278,21.0889
2024-06-26,COST US Equity,,18.8954,21.3852
2024-06-27,COST US Equity,,18.9357,21.2925
2024-06-28,COST US Equity,,19.1484,21.3789
2024-07-01,COST US Equity,,19.1808,21.0233
2024-07-02,COST US Equity,,19.1726,20.9047
2024-07-03,COST US Equity,,19.415,20.961
2024-07-05,COST US Equity,,20.077,21.5055
2024-07-08,COST US Equity,,20.41,21.9989
2024-07-09,COST US Equity,,20.5621,21.79
2024-07-10,COST US Equity,,20.9288,21.821
2024-07-11,COST US Equity,,21.7169,22.4963
2024-07-12,COST US Equity,,21.3557,22.0234
2024-07-15,COST US Equity,,21.0622,21.9747
2024-07-16,COST US Equity,,21.1385,21.8282
2024-07-17,COST US Equity,,21.4645,21.8999
2024-07-18,COST US Equity,,21.7393,21.9842
2024-07-19,COST US Equity,,22.1599,22.3319
2024-07-22,COST US Equity,,21.4343,22.1303
2024-07-23,COST US Equity,,21.4346,21.9721
2024-07-24,COST US Equity,,22.6688,22.8943
2024-07-25,COST US Equity,,23.2345,23.0298
2024-07-26,COST US Equity,,22.5895,22.7552
2024-07-29,COST US Equity,,22.3391,22.5598
2024-07-30,COST US Equity,,22.6709,22.7522
2024-07-31,COST US Equity,,22.6592,22.6696
2024-08-01,COST US Equity,,23.6492,23.2894
2024-08-02,COST US Equity,,26.1798,25.2152
2024-08-05,COST US Equity,,29.6652,27.8944
2024-08-06,COST US Equity,,26.9985,26.1087
2024-08-07,COST US Equity,,28.0881,26.7581
2024-08-08,COST US Equity,,27.1401,26.2672
2024-08-09,COST US Equity,,25.9583,25.1014
2024-08-12,COST US Equity,,26.3031,25.355
2024-08-13,COST US Equity,,25.2992,24.6223
2024-08-14,COST US Equity,,24.7315,24.1378
2024-08-15,COST US Equity,,23.9399,23.6185
2024-08-16,COST US Equity,,23.6766,23.5552
2024-08-19,COST US Equity,,22.6393,22.7519
2024-08-20,COST US Equity,,22.8696,23.0827
2024-08-21,COST US Equity,,23.235,22.9699
2024-08-22,COST US Equity,,23.8266,23.4387
2024-08-23,COST US Equity,,22.8916,22.8727
2024-08-26,COST US Equity,,23.0949,22.8745
2024-08-27,COST US Equity,,23.6062,23.1947
2024-08-28,COST US Equity,,24.2196,23.4452
2024-08-29,COST US Equity,,24.1433,23.5899
2024-08-30,COST US Equity,,23.7746,23.0527
2024-09-03,COST US Equity,,25.246,24.2343
2024-09-04,COST US Equity,,25.5427,24.5394
2024-09-05,COST US Equity,,26.1077,24.717
2024-09-06,COST US Equity,,26.6513,25.781
2024-09-09,COST US Equity,,26.2371,25.6241
